epoch,train_loss,val_loss,train_miou,val_miou
1,0.01600646950799407,0.011795974318382611,0.5461893841237014,0.6304664208973686
2,0.013459651571262419,0.011508624495498243,0.5952873798751068,0.6584439630738214
3,0.01323317520860686,0.011303873158050155,0.5971078412116063,0.6258346437967984
4,0.012834904896571218,0.01141605398957092,0.6010516514777516,0.6153336739952544
5,0.01268352491001017,0.010729150783665653,0.6062185955196107,0.6500765174677563
6,0.012383478288104648,0.010643098623873344,0.6061466270166074,0.6369605529940837
7,0.01217391273091657,0.01042838429045497,0.6061560365114104,0.6556529181842476
8,0.012005212782163873,0.01031016690027194,0.6086464121820107,0.6334392484995922
9,0.011913545768044174,0.010264936638783771,0.607909196355475,0.6271831613207534
10,0.011698885989880116,0.010200362033084524,0.6145820235697754,0.6223362951150018
11,0.011678287866323007,0.009956588785812626,0.612774927569309,0.6537071253098491
12,0.011565357668247398,0.0100760006868539,0.6140422084150057,0.6381033058816984
13,0.011431009940591614,0.011139128042564462,0.614565255431154,0.6081166114571366
14,0.011253846692507263,0.009922432296346387,0.6145261603345945,0.6263613680172568
15,0.011231612675788686,0.009854109677765703,0.6113187590502935,0.6547420301446308
16,0.0111355438126188,0.009732774975356172,0.6199065401546083,0.6411699453540897
17,0.011012825895600277,0.009742663842511443,0.6175908612479158,0.646011875869553
18,0.01092158449331215,0.010282193927758448,0.6200251705987682,0.6336753029531349
19,0.010963899583983536,0.009885274569532206,0.6213819270422709,0.6334635477800498
20,0.010768654444496055,0.00938320325295814,0.616251482385728,0.6559040962980602
21,0.010743632648071733,0.00971261523744212,0.6134255617308235,0.6612146257550081
22,0.01081492282984319,0.009644210509165103,0.6202902840805474,0.6651689816661989
23,0.010686557903208565,0.009304610706505491,0.6230194737301143,0.6357484493636583
24,0.010653698231108472,0.00948859641411008,0.6233147918058978,0.6433939218959983
25,0.010457647644082486,0.009478144228482468,0.6254394369137904,0.667984201716854
26,0.010515261388988702,0.00980972608981867,0.6228769538872236,0.6736426671177576
27,0.010460346427929387,0.009285686330737106,0.6273887653846457,0.6252403214074403
28,0.010172111836178168,0.009420949252935289,0.6275716248225679,0.6743204683125166
29,0.010271074758899814,0.009353455636054064,0.6258355048808188,0.6643470522355799
30,0.010261505420270175,0.009058370181671351,0.6297516419584853,0.6489765653046935
31,0.01018202499045759,0.00883023599127604,0.6236903298023629,0.6577229912105357
32,0.009833244050570473,0.009024102393592573,0.6332306483463898,0.6656401036600069
33,0.010020100090886337,0.009263404887991798,0.6274785876697521,0.6378104590443311
34,0.009870230385454787,0.009155166777452093,0.6331535460839137,0.6676999955910453
35,0.009874989920208018,0.009186848438022869,0.6374984986157433,0.6704943394002701
36,0.009742134733442992,0.009638539069468714,0.6371406929270181,0.6437490208217602
37,0.009716085021014668,0.009402362112380014,0.6350856006110225,0.6678413676755346
38,0.009593219065646606,0.008824827675925722,0.6372785316066069,0.6459213386095394
39,0.009539898853810163,0.008980328172755125,0.638769997528382,0.6582597972937939
40,0.009531594016581648,0.009098178515166965,0.6357012920130622,0.6613527607419138
41,0.009624429989104647,0.008669910994536336,0.6370634845144796,0.6565583134828457
42,0.00947963156602832,0.008946999744825478,0.6346356209753763,0.6635846572920899
43,0.009493175522825584,0.008805817094680457,0.6382506078186315,0.6696445843650244
44,0.009327835441840616,0.008763027807292236,0.6386785564489498,0.6584836356227619
45,0.009269909946245974,0.009221042133383112,0.6419627371831114,0.6716334595912
46,0.009197393221145366,0.008646469789224771,0.6390498614323284,0.6609772039928097
47,0.009113234532385519,0.008960682641254915,0.6453685880565293,0.647932736463174
48,0.009025445434299246,0.008910128027775568,0.6443689984048575,0.6509923402745202
49,0.009268285631562104,0.008895879052913629,0.6399061662673599,0.6768299904015693
50,0.009089463076641238,0.00866415847954169,0.6420277915034432,0.6648492426601583
