epoch,train_loss,train_miou,train_acc,val_loss,val_miou,val_acc,val_ice,val_thin,val_water
14,0.03629012497868843,0.16816229030086607,0.2905770990906692,0.035465783731456896,0.16676547797995667,0.2689877670191625,0.12417695735796226,0.18270043632992994,0.19341904025197784
15,0.03628964951012011,0.1684001487807556,0.2917170655436632,0.03552084772035417,0.19242361545525943,0.3091130948942931,0.17656938000702402,0.1876412856472084,0.2130601807115458
16,0.0361963265870766,0.17017800666466074,0.29255649011309554,0.035819091854784046,0.21226332108034204,0.36530575598472825,0.25295868575453617,0.19369113156645906,0.19014014592003092
17,0.03621009720216801,0.16920903631488446,0.2938393070930388,0.03555371290553578,0.18219599621976745,0.2906430116819183,0.15296351345916173,0.18464761624113993,0.2089768589590007
18,0.03622285552640877,0.17110964722493363,0.29405175476539425,0.0355946996650307,0.2030133746398225,0.33582670415544974,0.2123128275187842,0.1909197024100471,0.20580759399063622
19,0.036006311567999966,0.1721147529801957,0.2952274542029311,0.03534196086565577,0.18231980824976546,0.2898564998275608,0.15116173240085085,0.18524572923000393,0.21055196311844165
20,0.03593516659854752,0.17150596408576638,0.29463408196844704,0.035140744501162634,0.18899360023739983,0.30442079081995677,0.1709834814834356,0.186529612982538,0.20946770624622588
21,0.035944374164611825,0.17182272670021523,0.29598857934882,0.035110900359567335,0.17120760338086313,0.26835151164717935,0.1237547090671502,0.18153129299295684,0.20833680808248234
22,0.03589102985882541,0.1732612974526906,0.2963736842318279,0.03529580303680459,0.1920677521164601,0.31958339376029615,0.19220397891082816,0.1878488772010694,0.19615040023748279
23,0.03576618493193897,0.17424551546006295,0.29859888117487837,0.0352674612054376,0.17204667098392604,0.2691876533955454,0.124624760798524,0.18177507497622522,0.2097401771770289
24,0.03580641705633664,0.17354081326466045,0.29668525442844484,0.03500559421464343,0.15190235215465417,0.23372251305640937,0.0772441809818335,0.1782848858907666,0.20017798959136232
25,0.03576526318949352,0.1732434626164632,0.2988926811916072,0.03526876806784938,0.1996428946556261,0.3366051198431473,0.21313217318909272,0.1918139165217412,0.19398259425604433
26,0.03563085559005963,0.176327284439726,0.30062931921423935,0.03483625832132035,0.16739757519938384,0.2575259493258967,0.10876340119522884,0.1805873571184692,0.2128419672844535
27,0.03563487324750096,0.17522587808571635,0.2989939836467185,0.03489605333908736,0.18389993063915788,0.3036787424850832,0.17206511074028802,0.18496105879777908,0.19467362237940655
28,0.035781203808898966,0.17274509723585127,0.2976859706204112,0.03518587674358439,0.15346664082013575,0.23984470610627276,0.08643904703348144,0.17800645120025924,0.19595442422666653
29,0.03553599127704596,0.17610440037869046,0.2986843869453523,0.034706127541561826,0.174996579593238,0.2750870383693949,0.13161904199412366,0.18325897120296233,0.21011172558262803
30,0.03544265420812114,0.17690672313643427,0.29916770429146,0.03475053485837778,0.19291042375729076,0.3112784336326744,0.1801982119383345,0.18715325764290233,0.21137980169063544
31,0.03547662041695198,0.17655508232095382,0.2993055225872412,0.035186502322527444,0.16616762325677556,0.25337705629553736,0.10377435271131234,0.1795751145966642,0.21515340246235007
32,0.035372156093305934,0.17884926046008295,0.30117379964851754,0.03463707897254512,0.18838451510542598,0.2992694118609705,0.16387768976123443,0.18591282097943487,0.21536303457560857
33,0.03529463088276183,0.17970130864431433,0.30227643687550615,0.0346172906312288,0.1945311967345531,0.3186292232430455,0.18927492442902877,0.18907644475969812,0.20524222101493245
34,0.03522091312901821,0.1814077497080292,0.3044228270286467,0.034703883749281086,0.17859882473490485,0.2835549616448355,0.14308431626138488,0.18431310506605067,0.20839905287727895
35,0.035191519714028736,0.18032763219696094,0.3020037754279811,0.03450371335034749,0.18660768537760997,0.29749449408349404,0.1618287486184945,0.18546170412977725,0.2125326033845582
36,0.035220959235164453,0.17996925320845047,0.30334130874494225,0.03447539499752981,0.1840346659977901,0.2893148872050955,0.15167876553122428,0.18349467229726935,0.21693056016487666
37,0.03511463320904934,0.18135298320513163,0.3047429613950776,0.034423719779843244,0.18923346290633378,0.29948005606785066,0.16503485764052594,0.18490472420204465,0.2177608068764308
38,0.035088222411393026,0.18216608907663911,0.30508399518524726,0.034745220087335306,0.19001270672018022,0.3072676855332724,0.17464024620418767,0.1871240638138708,0.20827381014248225
39,0.035057220755644686,0.18253292929558032,0.3045333216829998,0.034374576759682605,0.2055945603528739,0.3348097262192958,0.21091152736751806,0.19043403484339533,0.21543811884770828
40,0.03503553341029257,0.1825724382550943,0.30525174736976624,0.03433488380113216,0.1976734878462697,0.3221383621541171,0.19443208405380272,0.18872515152072777,0.20986322796427856
41,0.03500392643462231,0.18169558805311445,0.3037899943386636,0.03433842269719113,0.20675207810523913,0.33836646771285356,0.21525010126848748,0.19141338735851904,0.21359274568871092
42,0.03498455646402407,0.1830803846867155,0.3058627262348082,0.03429581224479298,0.19445796351191402,0.31179319418704127,0.18041979440355727,0.18755792837008958,0.21539616776209525
43,0.03492627353634595,0.18391055172073204,0.3065096510619652,0.03430076061818718,0.19328190382306376,0.30994771942887467,0.177945640376977,0.18739364599765407,0.21450642509456022
44,0.034925590246552375,0.18347205823642107,0.30576779130028514,0.03424578182000919,0.19704277512520485,0.31782182354029387,0.18826401725164527,0.18847651355327696,0.2143877945706923
45,0.0348954270593822,0.18467683764757561,0.30654239073032286,0.03422871561932318,0.1978480827782049,0.3190613872021657,0.1898727258979276,0.18866824727510415,0.2150032751615829
46,0.03485159111413651,0.1844917973831285,0.30594227662900597,0.03422441498741554,0.20228097415672663,0.3285093259469088,0.20227818198618835,0.18998030191481177,0.2145844385691798
47,0.03487367787193961,0.18371446644980263,0.3069929887608784,0.03421882596108406,0.1943597220430723,0.31153137671350983,0.18008255528983616,0.18749937005676642,0.2154972407826144
48,0.034866739257534106,0.18359346421990363,0.30486831068992615,0.03420552148254281,0.2016995382956379,0.32757818176472264,0.20131471435545942,0.18957937908665562,0.21420452144479862
49,0.03484340101230617,0.18408829562686338,0.30705288924821994,0.034203384893044364,0.20327210853588598,0.3308134897465646,0.2054566187047448,0.1901507529641182,0.21420895393879494
50,0.03483480430866887,0.18566579195408628,0.30832757237480907,0.03420831994232891,0.20080619088203558,0.32583320934034476,0.19886448562086512,0.18952612915038614,0.21402795787485548
