epoch,train_loss,train_miou,train_acc,val_loss,val_miou,val_acc,val_ice,val_thin,val_water
40,0.008372955690661064,0.6380059777706938,0.9383015888208269,0.008711642143264756,0.6198193107412788,0.9331347354820185,0.9439813011297234,0.40064102564102566,0.5148356054530874
41,0.008357908451024439,0.6410674241599396,0.9396056661562021,0.008107516322560102,0.6737620278006071,0.9537721628023832,0.963301325661859,0.5150743099787686,0.542910447761194
42,0.008119568068984822,0.6493976631370627,0.9414840160796325,0.00827925930535856,0.6677992006095604,0.9501830450075371,0.9595782757547463,0.49254933548127267,0.5512699905926622
43,0.008051190295382003,0.6479650189408038,0.9406824272588055,0.008927284512094852,0.6890630794857056,0.9601607924772091,0.9701637308915961,0.5408805031446541,0.5561450044208665
44,0.008222448432078738,0.643223063513955,0.9394262059724349,0.009034394148957004,0.6377877394130064,0.9323810207451009,0.9395651496259352,0.42002029083530606,0.5537777777777778
45,0.008026543703946573,0.6501615652937975,0.9417831163859112,0.008776736590193278,0.6583911523691787,0.9457684301198765,0.9549647736561442,0.4678362573099415,0.5523724261414503
46,0.007893713152420795,0.6510187932917952,0.9415438361408882,0.00884624878799131,0.6843679311293006,0.955638504055703,0.9642301710730948,0.5342759211653814,0.5545977011494253
47,0.00783022768231531,0.6525123656690699,0.9417831163859112,0.008896811074655422,0.6747091078563892,0.9512238891680425,0.9601026598226785,0.4948958758677011,0.5691287878787878
48,0.00783495452050281,0.6490822419050929,0.9406943912710567,0.008451493994621185,0.6636282613357388,0.9445122388916805,0.9520843875287065,0.4754340598448467,0.5633663366336633
49,0.007836843914426054,0.6553665387347599,0.9426205972434916,0.008496536043139729,0.6586927553899353,0.9435072859091236,0.95172467492019,0.45909785932721714,0.5652557319223986
50,0.007921989878785455,0.6543793905183114,0.9426804173047473,0.008414633766525459,0.6901208387888298,0.9575766276649199,0.9668493257160623,0.5298042704626335,0.5737089201877934
